run,presentation_position,dilemma_id,variant,raw_response,parsed,is_valid
12,14,abortion,congruent,appropriate,appropriate,True
12,15,car_accident,incongruent,appropriate,appropriate,True
12,16,animal_research,incongruent,appropriate,appropriate,True
12,17,crying_baby,congruent,inappropriate,inappropriate,True
12,18,relationship,incongruent,inappropriate,inappropriate,True
12,19,time_machine,incongruent,inappropriate,inappropriate,True
12,20,car_accident,congruent,inappropriate,inappropriate,True
13,1,border_crossing,congruent,inappropriate,inappropriate,True
13,2,hard_times,congruent,inappropriate,inappropriate,True
13,3,vaccine_policy,incongruent,appropriate,appropriate,True
13,4,hard_times,incongruent,inappropriate,inappropriate,True
13,5,relationship,congruent,inappropriate,inappropriate,True
13,6,torture,congruent,inappropriate,inappropriate,True
13,7,vaccine_policy,congruent,appropriate,appropriate,True
13,8,border_crossing,incongruent,appropriate,appropriate,True
13,9,crying_baby,incongruent,appropriate,appropriate,True
13,10,torture,incongruent,inappropriate,inappropriate,True
13,11,animal_research,congruent,inappropriate,inappropriate,True
13,12,abortion,incongruent,appropriate,appropriate,True
13,13,time_machine,congruent,inappropriate,inappropriate,True
13,14,abortion,congruent,appropriate,appropriate,True
13,15,car_accident,incongruent,appropriate,appropriate,True
13,16,animal_research,incongruent,appropriate,appropriate,True
13,17,crying_baby,congruent,inappropriate,inappropriate,True
13,18,relationship,incongruent,inappropriate,inappropriate,True
13,19,time_machine,incongruent,inappropriate,inappropriate,True
13,20,car_accident,congruent,inappropriate,inappropriate,True
14,1,border_crossing,congruent,inappropriate,inappropriate,True
14,2,hard_times,congruent,inappropriate,inappropriate,True
14,3,vaccine_policy,incongruent,appropriate,appropriate,True
14,4,hard_times,incongruent,inappropriate,inappropriate,True
14,5,relationship,congruent,inappropriate,inappropriate,True
14,6,torture,congruent,inappropriate,inappropriate,True
14,7,vaccine_policy,congruent,appropriate,appropriate,True
14,8,border_crossing,incongruent,appropriate,appropriate,True
14,9,crying_baby,incongruent,inappropriate,inappropriate,True
14,10,torture,incongruent,inappropriate,inappropriate,True
14,11,animal_research,congruent,inappropriate,inappropriate,True
14,12,abortion,incongruent,appropriate,appropriate,True
14,13,time_machine,congruent,inappropriate,inappropriate,True
14,14,abortion,congruent,appropriate,appropriate,True
14,15,car_accident,incongruent,appropriate,appropriate,True
14,16,animal_research,incongruent,appropriate,appropriate,True
14,17,crying_baby,congruent,inappropriate,inappropriate,True
14,18,relationship,incongruent,inappropriate,inappropriate,True
14,19,time_machine,incongruent,inappropriate,inappropriate,True
14,20,car_accident,congruent,inappropriate,inappropriate,True
15,1,border_crossing,congruent,inappropriate,inappropriate,True
15,2,hard_times,congruent,inappropriate,inappropriate,True
15,3,vaccine_policy,incongruent,appropriate,appropriate,True
15,4,hard_times,incongruent,inappropriate,inappropriate,True
15,5,relationship,congruent,inappropriate,inappropriate,True
15,6,torture,congruent,inappropriate,inappropriate,True
15,7,vaccine_policy,congruent,appropriate,appropriate,True
15,8,border_crossing,incongruent,inappropriate,inappropriate,True
15,9,crying_baby,incongruent,appropriate,appropriate,True
15,10,torture,incongruent,inappropriate,inappropriate,True
15,11,animal_research,congruent,inappropriate,inappropriate,True
15,12,abortion,incongruent,appropriate,appropriate,True
15,13,time_machine,congruent,inappropriate,inappropriate,True
15,14,abortion,congruent,appropriate,appropriate,True
15,15,car_accident,incongruent,appropriate,appropriate,True
15,16,animal_research,incongruent,appropriate,appropriate,True
15,17,crying_baby,congruent,inappropriate,inappropriate,True
15,18,relationship,incongruent,inappropriate,inappropriate,True
15,19,time_machine,incongruent,inappropriate,inappropriate,True
15,20,car_accident,congruent,inappropriate,inappropriate,True
16,1,border_crossing,congruent,inappropriate,inappropriate,True
16,2,hard_times,congruent,inappropriate,inappropriate,True
16,3,vaccine_policy,incongruent,appropriate,appropriate,True
16,4,hard_times,incongruent,inappropriate,inappropriate,True
16,5,relationship,congruent,inappropriate,inappropriate,True
16,6,torture,congruent,inappropriate,inappropriate,True
16,7,vaccine_policy,congruent,appropriate,appropriate,True
16,8,border_crossing,incongruent,inappropriate,inappropriate,True
16,9,crying_baby,incongruent,appropriate,appropriate,True
16,10,torture,incongruent,inappropriate,inappropriate,True
16,11,animal_research,congruent,inappropriate,inappropriate,True
16,12,abortion,incongruent,appropriate,appropriate,True
16,13,time_machine,congruent,inappropriate,inappropriate,True
16,14,abortion,congruent,appropriate,appropriate,True
16,15,car_accident,incongruent,appropriate,appropriate,True
16,16,animal_research,incongruent,appropriate,appropriate,True
16,17,crying_baby,congruent,inappropriate,inappropriate,True
16,18,relationship,incongruent,inappropriate,inappropriate,True
16,19,time_machine,incongruent,inappropriate,inappropriate,True
16,20,car_accident,congruent,inappropriate,inappropriate,True
17,1,border_crossing,congruent,inappropriate,inappropriate,True
17,2,hard_times,congruent,inappropriate,inappropriate,True
17,3,vaccine_policy,incongruent,appropriate,appropriate,True
17,4,hard_times,incongruent,inappropriate,inappropriate,True
17,5,relationship,congruent,inappropriate,inappropriate,True
17,6,torture,congruent,inappropriate,inappropriate,True
17,7,vaccine_policy,congruent,appropriate,appropriate,True
17,8,border_crossing,incongruent,appropriate,appropriate,True
17,9,crying_baby,incongruent,inappropriate,inappropriate,True
17,10,torture,incongruent,inappropriate,inappropriate,True
17,11,animal_research,congruent,inappropriate,inappropriate,True
17,12,abortion,incongruent,appropriate,appropriate,True
17,13,time_machine,congruent,inappropriate,inappropriate,True
17,14,abortion,congruent,appropriate,appropriate,True
17,15,car_accident,incongruent,appropriate,appropriate,True
17,16,animal_research,incongruent,appropriate,appropriate,True
17,17,crying_baby,congruent,inappropriate,inappropriate,True
17,18,relationship,incongruent,inappropriate,inappropriate,True
17,19,time_machine,incongruent,inappropriate,inappropriate,True
17,20,car_accident,congruent,inappropriate,inappropriate,True
18,1,border_crossing,congruent,inappropriate,inappropriate,True
18,2,hard_times,congruent,inappropriate,inappropriate,True
18,3,vaccine_policy,incongruent,appropriate,appropriate,True
18,4,hard_times,incongruent,inappropriate,inappropriate,True
18,5,relationship,congruent,inappropriate,inappropriate,True
18,6,torture,congruent,inappropriate,inappropriate,True
18,7,vaccine_policy,congruent,appropriate,appropriate,True
18,8,border_crossing,incongruent,appropriate,appropriate,True
18,9,crying_baby,incongruent,inappropriate,inappropriate,True
18,10,torture,incongruent,inappropriate,inappropriate,True
18,11,animal_research,congruent,inappropriate,inappropriate,True
18,12,abortion,incongruent,appropriate,appropriate,True
18,13,time_machine,congruent,inappropriate,inappropriate,True
18,14,abortion,congruent,appropriate,appropriate,True
18,15,car_accident,incongruent,appropriate,appropriate,True
18,16,animal_research,incongruent,appropriate,appropriate,True
18,17,crying_baby,congruent,inappropriate,inappropriate,True
18,18,relationship,incongruent,inappropriate,inappropriate,True
18,19,time_machine,incongruent,inappropriate,inappropriate,True
18,20,car_accident,congruent,inappropriate,inappropriate,True
19,1,border_crossing,congruent,inappropriate,inappropriate,True
19,2,hard_times,congruent,inappropriate,inappropriate,True
19,3,vaccine_policy,incongruent,appropriate,appropriate,True
19,4,hard_times,incongruent,inappropriate,inappropriate,True
19,5,relationship,congruent,inappropriate,inappropriate,True
19,6,torture,congruent,inappropriate,inappropriate,True
19,7,vaccine_policy,congruent,appropriate,appropriate,True
19,8,border_crossing,incongruent,appropriate,appropriate,True
19,9,crying_baby,incongruent,inappropriate,inappropriate,True
19,10,torture,incongruent,inappropriate,inappropriate,True
19,11,animal_research,congruent,inappropriate,inappropriate,True
19,12,abortion,incongruent,appropriate,appropriate,True
19,13,time_machine,congruent,inappropriate,inappropriate,True
19,14,abortion,congruent,appropriate,appropriate,True
19,15,car_accident,incongruent,appropriate,appropriate,True
19,16,animal_research,incongruent,appropriate,appropriate,True
19,17,crying_baby,congruent,inappropriate,inappropriate,True
19,18,relationship,incongruent,inappropriate,inappropriate,True
19,19,time_machine,incongruent,inappropriate,inappropriate,True
19,20,car_accident,congruent,inappropriate,inappropriate,True
20,1,border_crossing,congruent,inappropriate,inappropriate,True
20,2,hard_times,congruent,inappropriate,inappropriate,True
20,3,vaccine_policy,incongruent,appropriate,appropriate,True
20,4,hard_times,incongruent,inappropriate,inappropriate,True
20,5,relationship,congruent,inappropriate,inappropriate,True
20,6,torture,congruent,inappropriate,inappropriate,True
20,7,vaccine_policy,congruent,appropriate,appropriate,True
20,8,border_crossing,incongruent,appropriate,appropriate,True
20,9,crying_baby,incongruent,inappropriate,inappropriate,True
20,10,torture,incongruent,inappropriate,inappropriate,True
20,11,animal_research,congruent,inappropriate,inappropriate,True
20,12,abortion,incongruent,appropriate,appropriate,True
20,13,time_machine,congruent,inappropriate,inappropriate,True
20,14,abortion,congruent,appropriate,appropriate,True
20,15,car_accident,incongruent,inappropriate,inappropriate,True
20,16,animal_research,incongruent,appropriate,appropriate,True
20,17,crying_baby,congruent,inappropriate,inappropriate,True
20,18,relationship,incongruent,inappropriate,inappropriate,True
20,19,time_machine,incongruent,inappropriate,inappropriate,True
20,20,car_accident,congruent,inappropriate,inappropriate,True
21,1,border_crossing,congruent,inappropriate,inappropriate,True
21,2,hard_times,congruent,inappropriate,inappropriate,True
21,3,vaccine_policy,incongruent,appropriate,appropriate,True
21,4,hard_times,incongruent,inappropriate,inappropriate,True
21,5,relationship,congruent,inappropriate,inappropriate,True
21,6,torture,congruent,inappropriate,inappropriate,True
21,7,vaccine_policy,congruent,appropriate,appropriate,True
21,8,border_crossing,incongruent,inappropriate,inappropriate,True
21,9,crying_baby,incongruent,appropriate,appropriate,True
21,10,torture,incongruent,inappropriate,inappropriate,True
21,11,animal_research,congruent,inappropriate,inappropriate,True
21,12,abortion,incongruent,appropriate,appropriate,True
21,13,time_machine,congruent,inappropriate,inappropriate,True
21,14,abortion,congruent,appropriate,appropriate,True
21,15,car_accident,incongruent,appropriate,appropriate,True
21,16,animal_research,incongruent,appropriate,appropriate,True
21,17,crying_baby,congruent,inappropriate,inappropriate,True
21,18,relationship,incongruent,inappropriate,inappropriate,True
21,19,time_machine,incongruent,inappropriate,inappropriate,True
21,20,car_accident,congruent,inappropriate,inappropriate,True
22,1,border_crossing,congruent,inappropriate,inappropriate,True
22,2,hard_times,congruent,inappropriate,inappropriate,True
22,3,vaccine_policy,incongruent,appropriate,appropriate,True
22,4,hard_times,incongruent,inappropriate,inappropriate,True
22,5,relationship,congruent,inappropriate,inappropriate,True
22,6,torture,congruent,inappropriate,inappropriate,True
22,7,vaccine_policy,congruent,appropriate,appropriate,True
22,8,border_crossing,incongruent,inappropriate,inappropriate,True
22,9,crying_baby,incongruent,appropriate,appropriate,True
22,10,torture,incongruent,inappropriate,inappropriate,True
22,11,animal_research,congruent,inappropriate,inappropriate,True
22,12,abortion,incongruent,appropriate,appropriate,True
22,13,time_machine,congruent,inappropriate,inappropriate,True
22,14,abortion,congruent,appropriate,appropriate,True
22,15,car_accident,incongruent,appropriate,appropriate,True
22,16,animal_research,incongruent,appropriate,appropriate,True
22,17,crying_baby,congruent,inappropriate,inappropriate,True
22,18,relationship,incongruent,inappropriate,inappropriate,True
22,19,time_machine,incongruent,inappropriate,inappropriate,True
22,20,car_accident,congruent,inappropriate,inappropriate,True
23,1,border_crossing,congruent,inappropriate,inappropriate,True
23,2,hard_times,congruent,inappropriate,inappropriate,True
23,3,vaccine_policy,incongruent,appropriate,appropriate,True
23,4,hard_times,incongruent,inappropriate,inappropriate,True
23,5,relationship,congruent,inappropriate,inappropriate,True
23,6,torture,congruent,inappropriate,inappropriate,True
23,7,vaccine_policy,congruent,appropriate,appropriate,True
23,8,border_crossing,incongruent,appropriate,appropriate,True
23,9,crying_baby,incongruent,inappropriate,inappropriate,True
23,10,torture,incongruent,inappropriate,inappropriate,True
23,11,animal_research,congruent,inappropriate,inappropriate,True
23,12,abortion,incongruent,appropriate,appropriate,True
23,13,time_machine,congruent,inappropriate,inappropriate,True
23,14,abortion,congruent,appropriate,appropriate,True
23,15,car_accident,incongruent,appropriate,appropriate,True
23,16,animal_research,incongruent,appropriate,appropriate,True
23,17,crying_baby,congruent,inappropriate,inappropriate,True
23,18,relationship,incongruent,inappropriate,inappropriate,True
23,19,time_machine,incongruent,inappropriate,inappropriate,True
23,20,car_accident,congruent,inappropriate,inappropriate,True
24,1,border_crossing,congruent,inappropriate,inappropriate,True
24,2,hard_times,congruent,inappropriate,inappropriate,True
24,3,vaccine_policy,incongruent,appropriate,appropriate,True
24,4,hard_times,incongruent,inappropriate,inappropriate,True
24,5,relationship,congruent,inappropriate,inappropriate,True
24,6,torture,congruent,inappropriate,inappropriate,True
24,7,vaccine_policy,congruent,appropriate,appropriate,True
24,8,border_crossing,incongruent,appropriate,appropriate,True
24,9,crying_baby,incongruent,inappropriate,inappropriate,True
24,10,torture,incongruent,inappropriate,inappropriate,True
24,11,animal_research,congruent,inappropriate,inappropriate,True
24,12,abortion,incongruent,appropriate,appropriate,True
24,13,time_machine,congruent,inappropriate,inappropriate,True
24,14,abortion,congruent,appropriate,appropriate,True
24,15,car_accident,incongruent,appropriate,appropriate,True
24,16,animal_research,incongruent,appropriate,appropriate,True
24,17,crying_baby,congruent,inappropriate,inappropriate,True
24,18,relationship,incongruent,inappropriate,inappropriate,True
24,19,time_machine,incongruent,inappropriate,inappropriate,True
24,20,car_accident,congruent,inappropriate,inappropriate,True
25,1,border_crossing,congruent,inappropriate,inappropriate,True
25,2,hard_times,congruent,inappropriate,inappropriate,True
25,3,vaccine_policy,incongruent,appropriate,appropriate,True
25,4,hard_times,incongruent,inappropriate,inappropriate,True
25,5,relationship,congruent,inappropriate,inappropriate,True
25,6,torture,congruent,inappropriate,inappropriate,True
25,7,vaccine_policy,congruent,appropriate,appropriate,True
25,8,border_crossing,incongruent,appropriate,appropriate,True
25,9,crying_baby,incongruent,inappropriate,inappropriate,True
25,10,torture,incongruent,inappropriate,inappropriate,True
25,11,animal_research,congruent,inappropriate,inappropriate,True
25,12,abortion,incongruent,appropriate,appropriate,True
25,13,time_machine,congruent,inappropriate,inappropriate,True
25,14,abortion,congruent,appropriate,appropriate,True
25,15,car_accident,incongruent,inappropriate,inappropriate,True
25,16,animal_research,incongruent,appropriate,appropriate,True
25,17,crying_baby,congruent,inappropriate,inappropriate,True
25,18,relationship,incongruent,inappropriate,inappropriate,True
25,19,time_machine,incongruent,inappropriate,inappropriate,True
25,20,car_accident,congruent,inappropriate,inappropriate,True
26,1,border_crossing,congruent,inappropriate,inappropriate,True
26,2,hard_times,congruent,inappropriate,inappropriate,True
26,3,vaccine_policy,incongruent,appropriate,appropriate,True
26,4,hard_times,incongruent,inappropriate,inappropriate,True
26,5,relationship,congruent,inappropriate,inappropriate,True
26,6,torture,congruent,inappropriate,inappropriate,True
26,7,vaccine_policy,congruent,appropriate,appropriate,True
26,8,border_crossing,incongruent,inappropriate,inappropriate,True
26,9,crying_baby,incongruent,inappropriate,inappropriate,True
26,10,torture,incongruent,inappropriate,inappropriate,True
26,11,animal_research,congruent,inappropriate,inappropriate,True
26,12,abortion,incongruent,appropriate,appropriate,True
26,13,time_machine,congruent,inappropriate,inappropriate,True
26,14,abortion,congruent,appropriate,appropriate,True
26,15,car_accident,incongruent,appropriate,appropriate,True
26,16,animal_research,incongruent,appropriate,appropriate,True
26,17,crying_baby,congruent,inappropriate,inappropriate,True
